#time,accel_x,accel_y,accel_z
170.696381,1952.543242,516.849682,-9743.573627
170.698945,1033.699363,210.568389,-10068.997501
170.701510,-382.851616,0.000000,-9896.714274
170.704074,593.420005,153.140646,-9647.860723
170.706638,650.847747,-1129.412267,-11102.696864
170.709203,1703.689691,899.701298,-9820.143950
170.711767,421.136778,267.996131,-9954.142016
170.714331,3503.092286,631.705166,-9437.292334
170.716896,-2354.537438,2124.826469,-11600.403965
170.719460,823.130974,133.998066,-9934.999435
170.722024,-4517.649069,-2450.250342,-10547.562021
170.724589,2890.529701,2603.390989,-7771.887805
170.727153,2488.535504,-2756.531635,-11600.403965
170.729717,-3732.803256,3962.514226,-9475.577496
170.732281,19.142581,2871.387120,-8958.727814
170.734845,-2737.389054,210.568389,-10566.704602
170.737409,2182.254211,2086.541307,-9207.581365
170.739973,-382.851616,-401.994197,-10068.997501
170.742537,-153.140646,2354.537438,-9667.003304
170.745102,-306.281293,1607.976787,-9667.003304
170.747666,-746.560651,-229.710970,-10088.140082
170.750230,842.273555,1703.689691,-9245.866526
170.752794,-669.990328,1665.404530,-10260.423309
170.755358,-210.568389,1741.974853,-9877.571693
170.757922,210.568389,248.853550,-9954.142016
170.760486,-574.277424,1780.260014,-9915.856854
170.763050,478.564520,765.703232,-10260.423309
170.765614,-823.130974,631.705166,-10068.997501
170.768178,1320.838075,1052.841944,-9858.429112
170.770742,-574.277424,1110.269686,-10145.567824
170.773307,191.425808,-57.427742,-10241.280728
170.775871,-1071.984525,1091.127106,-9437.292334
170.778435,191.425808,937.986459,-10222.138147
170.780999,-918.843878,1244.267752,-9896.714274
170.783563,-650.847747,1493.121302,-9686.145885
170.786127,-593.420005,2067.398726,-9915.856854
170.788691,-248.853550,1875.972918,-9896.714274
170.791255,-153.140646,957.129040,-9781.858789
170.793819,-746.560651,823.130974,-10107.282662
170.796383,114.855485,1473.978722,-9418.149754
170.798947,-535.992262,191.425808,-9992.427178
170.801512,-153.140646,880.558717,-9705.288466
170.804076,-1225.125171,1703.689691,-9954.142016
170.806640,1550.549045,1033.699363,-9437.292334
170.809204,612.562586,-19.142581,-10853.843314
170.811768,2928.814862,3637.090352,-9609.575562
170.814332,-2737.389054,-2297.109696,-10604.989763
170.816896,-210.568389,2354.537438,-8671.589102
170.819460,516.849682,-1607.976787,-11313.265253
170.822024,248.853550,-19.142581,-9973.284597
170.824588,1225.125171,3981.656806,-8575.876198
170.827153,-382.851616,-1761.117434,-10566.704602
170.829717,-995.414202,689.132909,-9934.999435
170.832280,3177.668413,-1110.269686,-10279.565890
170.834843,1990.828403,-248.853550,-10585.847182
170.837407,-153.140646,1971.685822,-9399.007173
170.839970,248.853550,440.279358,-9820.143950
170.842534,2450.250342,-210.568389,-9686.145885
170.845097,1014.556782,-440.279358,-10796.415571
170.847661,0.000000,114.855485,-10068.997501
170.850224,-363.709035,2775.674216,-8939.585234
170.852787,650.847747,-1129.412267,-10336.993632
170.855351,1473.978722,19.142581,-9533.005238
170.857914,-191.425808,0.000000,-9628.718142
170.860478,421.136778,803.988394,-9360.722011
170.863041,133.998066,191.425808,-10164.710405
170.865605,172.283227,1301.695494,-9533.005238
170.868168,880.558717,57.427742,-9954.142016
170.870732,95.712904,1359.123237,-9820.143950
170.873295,1033.699363,248.853550,-9992.427178
170.875858,-114.855485,669.990328,-9667.003304
170.878422,1186.840010,191.425808,-10049.854920
170.880985,229.710970,-210.568389,-10222.138147
170.883549,784.845813,-727.418070,-9877.571693
170.886112,1014.556782,-842.273555,-9820.143950
170.888676,-1339.980656,-248.853550,-10317.851051
170.891239,1454.836141,1837.687757,-9150.153622
170.893802,133.998066,57.427742,-10490.134278
170.896366,-669.990328,-727.418070,-10432.706536
170.898929,995.414202,-114.855485,-9456.434915
170.901493,-57.427742,-19.142581,-10241.280728
170.904056,880.558717,708.275490,-10068.997501
170.906620,-38.285162,-248.853550,-9322.436850
170.909183,3694.518094,-459.421939,-9092.725880
170.911746,-880.558717,1914.258080,-11581.261384
170.914310,-2450.250342,1014.556782,-11351.550414
170.916873,-957.129040,-2182.254211,-9513.862658
170.919437,3292.523898,3101.098090,-7542.176835
170.922000,2679.961312,-3522.234867,-12366.107197
170.924564,-4000.799387,4173.082614,-9188.438784
170.927127,-19.142581,2258.824534,-8843.872330
170.929690,-2124.826469,-708.275490,-11217.552349
170.932254,2660.818731,1397.408398,-9418.149754
170.934817,-669.990328,-191.425808,-9934.999435
170.937380,555.134843,669.990328,-9265.009107
170.939943,-689.132909,1627.119368,-10145.567824
170.942506,574.277424,-114.855485,-10528.419440
170.945069,-229.710970,1627.119368,-9513.862658
170.947632,229.710970,1091.127106,-10011.569758
170.950195,-1014.556782,1397.408398,-10241.280728
170.952758,287.138712,995.414202,-9399.007173
170.955321,306.281293,1627.119368,-9858.429112
170.957884,-1014.556782,1473.978722,-9954.142016
170.960448,-650.847747,1339.980656,-9781.858789
170.963011,765.703232,535.992262,-10241.280728
170.965574,-76.570323,497.707101,-10164.710405
170.968137,-153.140646,765.703232,-9762.716208
170.970700,363.709035,555.134843,-10068.997501
170.973263,-1052.841944,899.701298,-10413.563955
170.975826,0.000000,1741.974853,-9934.999435
170.978389,-1301.695494,1875.972918,-9456.434915
170.980952,114.855485,1205.982590,-9839.286531
170.983515,-401.994197,325.423874,-10068.997501
170.986078,1071.984525,746.560651,-9743.573627
170.988641,-191.425808,-267.996131,-10375.278794
170.991204,612.562586,1148.554848,-9265.009107
170.993767,-2220.539373,1473.978722,-9743.573627
170.996330,2737.389054,1818.545176,-9169.296203
170.998893,-861.416136,-1014.556782,-11006.983960
171.001457,440.279358,1320.838075,-9820.143950
171.004020,1856.830338,2641.676150,-8537.591037
171.006583,-3062.812928,-1473.978722,-11217.552349
171.009146,2813.959378,210.568389,-8997.012976
171.011709,172.283227,-2201.396792,-10470.991698
171.014272,2048.256146,2105.683888,-9571.290400
171.016834,-306.281293,3101.098090,-10490.134278
171.019397,-1339.980656,-1780.260014,-11313.265253
171.021959,593.420005,-229.710970,-8480.163294
171.024521,459.421939,-1914.258080,-10394.421374
171.027084,1914.258080,1875.972918,-10107.282662
171.029646,-459.421939,1052.841944,-10681.560086
171.032209,-114.855485,765.703232,-9801.001370
171.034771,2737.389054,-76.570323,-10030.712339
171.037333,-478.564520,57.427742,-9667.003304
171.039896,133.998066,440.279358,-9743.573627
171.042458,-1071.984525,1684.547110,-9724.431046
171.045020,1282.552914,-133.998066,-10317.851051
171.047583,1531.406464,95.712904,-9399.007173
171.050145,267.996131,-114.855485,-10145.567824
171.052708,516.849682,1646.261949,-9743.573627
171.055270,382.851616,-114.855485,-10375.278794
171.057832,1569.691626,937.986459,-9609.575562
171.060395,-765.703232,325.423874,-9571.290400
171.062957,631.705166,325.423874,-9628.718142
171.065519,1263.410333,535.992262,-9724.431046
171.068082,-57.427742,267.996131,-9915.856854
171.070644,1052.841944,-325.423874,-9992.427178
171.073207,1493.121302,-1435.693560,-9743.573627
171.075769,-57.427742,-229.710970,-10011.569758
171.078331,1052.841944,1244.267752,-9628.718142
171.080894,344.566454,1454.836141,-10164.710405
171.083456,-631.705166,555.134843,-9781.858789
171.086019,-1148.554848,-1244.267752,-9877.571693
171.088581,-19.142581,-1339.980656,-9915.856854
171.091143,-287.138712,1435.693560,-9494.720077
171.093706,-1052.841944,1052.841944,-9896.714274
171.096268,5264.209720,-248.853550,-9628.718142
171.098830,-2488.535504,516.849682,-11734.402030
171.101393,3024.527766,1071.984525,-8882.157491
171.103955,-3847.658741,1741.974853,-9169.296203
171.106518,2852.244539,95.712904,-10375.278794
171.109080,3579.662610,-1933.400661,-10375.278794
171.111642,-4115.654872,2297.109696,-9360.722011
171.114205,1837.687757,3847.658741,-8422.735552
171.116767,-4919.643266,-669.990328,-10604.989763
171.119329,2143.969050,1627.119368,-9035.298138
171.121891,267.996131,-784.845813,-10107.282662
171.124453,-1052.841944,2067.398726,-9820.143950
171.127015,172.283227,1818.545176,-9934.999435
171.129577,-1282.552914,478.564520,-10643.274925
171.132139,689.132909,1473.978722,-9686.145885
171.134701,-19.142581,497.707101,-10011.569758
171.137263,-172.283227,1799.402595,-9934.999435
171.139825,593.420005,574.277424,-10011.569758
171.142387,-248.853550,669.990328,-9954.142016
171.144949,-57.427742,1512.263883,-9609.575562
171.147511,-287.138712,38.285162,-9954.142016
171.150073,38.285162,918.843878,-9667.003304
171.152635,-38.285162,784.845813,-10260.423309
171.155197,-401.994197,708.275490,-9896.714274
171.157759,133.998066,516.849682,-9494.720077
171.160321,-38.285162,1320.838075,-10030.712339
171.162883,593.420005,2067.398726,-10356.136213
171.165446,-172.283227,1359.123237,-10279.565890
171.168008,-459.421939,516.849682,-9915.856854
171.170570,1397.408398,1205.982590,-9743.573627
171.173132,38.285162,-153.140646,-10413.563955
171.175694,133.998066,555.134843,-9820.143950
171.178256,-2163.111630,2756.531635,-9992.427178
171.180818,2354.537438,842.273555,-9781.858789
171.183380,325.423874,-497.707101,-10432.706536
171.185942,1167.697429,1071.984525,-10356.136213
171.188504,1359.123237,3024.527766,-8863.014910
171.191066,-2718.246474,-1856.830338,-10892.128475
171.193628,1397.408398,1550.549045,-8499.305875
171.196190,-248.853550,-2029.113565,-10777.272990
171.198752,5742.774240,2584.248408,-9915.856854
171.201314,-689.132909,3081.955509,-10356.136213
171.203876,-172.283227,-2067.398726,-11160.124606
171.206438,1397.408398,746.560651,-8633.303941
171.209000,1071.984525,-937.986459,-11026.126541
171.211562,2316.252277,1244.267752,-10834.700733
171.214124,-478.564520,1205.982590,-10164.710405
171.216686,-306.281293,612.562586,-9188.438784
171.219248,3024.527766,-957.129040,-9609.575562
171.221810,-114.855485,344.566454,-9781.858789
171.224372,287.138712,401.994197,-10432.706536
171.226934,-650.847747,1186.840010,-9513.862658
171.229496,-210.568389,440.279358,-10222.138147
171.232058,1435.693560,555.134843,-9609.575562
171.234620,325.423874,-861.416136,-10509.276859
171.237182,555.134843,1052.841944,-9590.432981
171.239744,172.283227,229.710970,-10202.995566
171.242306,746.560651,325.423874,-9820.143950
171.244868,-95.712904,689.132909,-9762.716208
171.247430,57.427742,344.566454,-9973.284597
171.249991,1091.127106,267.996131,-9705.288466
171.252553,1320.838075,-708.275490,-10049.854920
171.255115,440.279358,497.707101,-10298.708470
171.257677,1799.402595,-2009.970984,-10413.563955
171.260239,440.279358,1473.978722,-8939.585234
171.262801,1435.693560,1282.552914,-10088.140082
171.265362,-421.136778,-440.279358,-10145.567824
171.267924,1933.400661,-401.994197,-10126.425243
171.270486,708.275490,1435.693560,-10470.991698
171.273048,497.707101,-229.710970,-10892.128475
171.275610,421.136778,459.421939,-8327.022648
171.278172,4153.940034,-1071.984525,-9590.432981
171.280733,497.707101,2277.967115,-11676.974288
171.283295,1493.121302,631.705166,-11313.265253
171.285857,-3330.809059,765.703232,-9265.009107
171.288419,3981.656806,2545.963246,-8671.589102
171.290981,459.421939,-3273.381317,-11887.542677
171.293543,-3349.951640,3349.951640,-9131.011042
171.296104,-746.560651,3713.660675,-8556.733618
171.298666,-2086.541307,-880.558717,-11542.976222
171.301228,2641.676150,1684.547110,-9245.866526
171.303790,57.427742,-421.136778,-9705.288466
171.306352,-191.425808,1741.974853,-9379.864592
171.308914,-918.843878,1454.836141,-10241.280728
171.311475,-306.281293,-57.427742,-9973.284597
171.314037,918.843878,1895.115499,-8977.870395
171.316599,-1454.836141,1703.689691,-10662.417506
171.319161,497.707101,1033.699363,-10030.712339
171.321723,-191.425808,306.281293,-9609.575562
171.324284,-555.134843,1646.261949,-9437.292334
171.326845,325.423874,535.992262,-9992.427178
171.329406,612.562586,612.562586,-9571.290400
171.331967,497.707101,1282.552914,-10145.567824
171.334529,-803.988394,937.986459,-10528.419440
171.337090,631.705166,765.703232,-10030.712339
171.339651,-114.855485,1378.265818,-9705.288466
171.342213,-1359.123237,1301.695494,-10126.425243
171.344774,-1110.269686,1512.263883,-9628.718142
171.347335,-957.129040,1512.263883,-9724.431046
171.349896,765.703232,95.712904,-10394.421374
171.352458,593.420005,899.701298,-10260.423309
171.355019,-1588.834206,1684.547110,-10202.995566
171.357580,-2239.681954,3196.810994,-9494.720077
171.360142,-172.283227,-248.853550,-9590.432981
171.362703,-803.988394,-1531.406464,-10126.425243
171.365264,1148.554848,3158.525832,-9207.581365
171.367825,-1416.550979,-153.140646,-10068.997501
171.370387,-1416.550979,1148.554848,-10490.134278
171.372948,4230.510357,-2239.681954,-10049.854920
171.375509,-2373.680019,-593.420005,-9686.145885
171.378071,3751.945837,4153.940034,-8307.880067
171.380632,-1665.404530,-153.140646,-10202.995566
171.383193,-2507.678085,-516.849682,-10279.565890
171.385754,2450.250342,0.000000,-8977.870395
171.388316,-689.132909,-842.273555,-10528.419440
171.390877,3292.523898,2009.970984,-9054.440718
171.393438,-1607.976787,306.281293,-10509.276859
171.396000,1301.695494,765.703232,-9934.999435
171.398561,1952.543242,-38.285162,-10068.997501
171.401122,57.427742,-172.283227,-9934.999435
171.403683,-76.570323,1033.699363,-9609.575562
171.406245,76.570323,918.843878,-10126.425243
171.408806,555.134843,153.140646,-9762.716208
171.411367,459.421939,0.000000,-10107.282662
171.413928,133.998066,1263.410333,-9533.005238
171.416490,363.709035,-19.142581,-10432.706536
171.419051,478.564520,1071.984525,-9781.858789
171.421612,880.558717,133.998066,-10222.138147
171.424174,0.000000,363.709035,-9647.860723
171.426734,803.988394,-401.994197,-9896.714274
171.429295,631.705166,-516.849682,-9934.999435
171.431856,1875.972918,-114.855485,-9839.286531
171.434417,1397.408398,-344.566454,-10624.132344
171.436978,1091.127106,-133.998066,-9934.999435
171.439539,-478.564520,995.414202,-9399.007173
171.442100,325.423874,0.000000,-9954.142016
171.444660,1914.258080,-1550.549045,-10068.997501
171.447221,-76.570323,918.843878,-9877.571693
171.449782,0.000000,1741.974853,-9973.284597
171.452343,4881.358104,-191.425808,-10298.708470
171.454904,-2048.256146,-1033.699363,-10336.993632
171.457465,1225.125171,1052.841944,-8020.741355
171.460025,-4900.500685,2105.683888,-9992.427178
171.462586,593.420005,-382.851616,-11121.839445
171.465147,4115.654872,2220.539373,-8748.159426
171.467708,-267.996131,-1837.687757,-11810.972354
171.470269,1665.404530,3196.810994,-8958.727814
171.472830,-3924.229064,267.996131,-10490.134278
171.475391,3349.951640,2239.681954,-9590.432981
171.477951,746.560651,382.851616,-10949.556218
171.480512,-1780.260014,19.142581,-9992.427178
171.483073,1473.978722,2354.537438,-9188.438784
171.485634,-1493.121302,0.000000,-10490.134278
171.488195,-459.421939,306.281293,-9207.581365
171.490756,555.134843,1875.972918,-10298.708470
171.493316,-363.709035,555.134843,-11217.552349
171.495877,976.271621,1359.123237,-9647.860723
171.498438,-19.142581,1033.699363,-9762.716208
171.500999,937.986459,574.277424,-10030.712339
171.503560,-516.849682,-38.285162,-9858.429112
171.506121,-191.425808,306.281293,-9934.999435
171.508682,229.710970,708.275490,-10336.993632
171.511242,-746.560651,306.281293,-9992.427178
171.513803,-689.132909,1052.841944,-9284.151688
171.516364,-708.275490,1856.830338,-9533.005238
171.518925,-1033.699363,3101.098090,-9934.999435
171.521486,880.558717,918.843878,-10222.138147
171.524047,746.560651,-727.418070,-10049.854920
171.526607,1493.121302,210.568389,-9628.718142
171.529168,-3483.949706,2488.535504,-9418.149754
171.531729,401.994197,1971.685822,-8939.585234
171.534289,497.707101,-306.281293,-10451.849117
171.536850,382.851616,114.855485,-11006.983960
171.539411,1378.265818,3330.809059,-8939.585234
171.541971,-3311.666478,-1339.980656,-10356.136213
171.544532,-133.998066,1818.545176,-9035.298138
171.547092,2009.970984,-1971.685822,-11045.269122
171.549653,4613.361973,1071.984525,-10509.276859
171.552214,-1646.261949,4153.940034,-10088.140082
171.554774,-382.851616,-2239.681954,-10490.134278
171.557335,-555.134843,1627.119368,-8059.026517
171.559896,1703.689691,-1033.699363,-10853.843314
171.562456,727.418070,-267.996131,-10892.128475
171.565017,-401.994197,1359.123237,-9169.296203
171.567577,-746.560651,478.564520,-9513.862658
171.570138,2392.822600,114.855485,-10049.854920
171.572699,593.420005,248.853550,-9954.142016
171.575259,516.849682,-976.271621,-10336.993632
171.577820,-784.845813,1071.984525,-9092.725880
171.580381,401.994197,708.275490,-10145.567824
171.582941,1033.699363,95.712904,-9934.999435
171.585502,-555.134843,306.281293,-10030.712339
171.588062,535.992262,1320.838075,-9743.573627
171.590623,555.134843,-344.566454,-10241.280728
171.593184,612.562586,612.562586,-9360.722011
171.595744,1014.556782,631.705166,-9533.005238
171.598305,1339.980656,-478.564520,-10279.565890
171.600866,1397.408398,-133.998066,-9934.999435
171.603426,2469.392923,-325.423874,-10068.997501
171.605987,2182.254211,-1186.840010,-10241.280728
171.608547,957.129040,497.707101,-9781.858789
171.611108,-95.712904,593.420005,-9858.429112
171.613669,2986.242605,-306.281293,-9801.001370
171.616229,287.138712,-325.423874,-10758.130410
171.618790,669.990328,-76.570323,-10279.565890
171.621351,-1205.982590,1684.547110,-8346.165229
171.623911,4728.217458,-153.140646,-9801.001370
171.626472,-1052.841944,-555.134843,-12193.823970
171.629032,1148.554848,-306.281293,-8805.587168
171.631593,-3158.525832,937.986459,-8614.161360
171.634153,2335.394858,2718.246474,-8518.448456
171.636713,3445.664544,-3560.520029,-11657.831707
171.639273,-4287.938099,2813.959378,-9781.858789
171.641833,0.000000,3349.951640,-8882.157491
171.644393,-4211.367776,172.283227,-11121.839445
171.646953,2928.814862,2277.967115,-8977.870395
171.649514,-1167.697429,38.285162,-9896.714274
171.652074,-574.277424,1397.408398,-9781.858789
171.654634,-19.142581,1761.117434,-9513.862658
171.657194,-1416.550979,-153.140646,-10624.132344
171.659754,114.855485,1933.400661,-9418.149754
171.662314,-1512.263883,-191.425808,-10585.847182
171.664874,172.283227,1607.976787,-9054.440718
171.667435,-1110.269686,1014.556782,-9877.571693
171.669995,-574.277424,1014.556782,-9456.434915
171.672555,440.279358,516.849682,-9571.290400
171.675115,-344.566454,76.570323,-10317.851051
171.677675,803.988394,937.986459,-9820.143950
171.680235,-210.568389,1148.554848,-10413.563955
171.682795,-497.707101,1454.836141,-10911.271056
171.685356,-1684.547110,1167.697429,-9992.427178
171.687916,-1205.982590,2526.820666,-9150.153622
171.690476,38.285162,1473.978722,-9915.856854
171.693036,19.142581,-421.136778,-10604.989763
171.695596,-823.130974,325.423874,-9724.431046
171.698156,-2431.107762,3005.385186,-9245.866526
171.700716,535.992262,669.990328,-9571.290400
171.703277,459.421939,-784.845813,-10528.419440
171.705837,746.560651,2699.103893,-9590.432981
171.708397,-727.418070,2316.252277,-9590.432981
171.710957,-1531.406464,-287.138712,-11083.554283
171.713517,3828.516160,-995.414202,-9016.155557
171.716077,-325.423874,-1397.408398,-10394.421374
171.718637,5781.059402,2163.111630,-9686.145885
171.721198,-2392.822600,1320.838075,-9820.143950
171.723758,-1856.830338,-957.129040,-10279.565890
171.726318,2143.969050,-1703.689691,-9054.440718
171.728878,-1435.693560,-306.281293,-9571.290400
171.731438,2220.539373,803.988394,-9245.866526
171.733998,-2143.969050,-765.703232,-11064.411702
171.736558,421.136778,1397.408398,-9571.290400
171.739118,2316.252277,133.998066,-10068.997501
171.741678,803.988394,535.992262,-9915.856854
171.744237,267.996131,535.992262,-10030.712339
171.746797,-153.140646,-153.140646,-9839.286531
171.749357,803.988394,995.414202,-9552.147819
171.751917,1301.695494,38.285162,-10336.993632
171.754477,-248.853550,-114.855485,-9475.577496
171.757037,95.712904,1071.984525,-9552.147819
171.759596,937.986459,421.136778,-10222.138147
171.762156,229.710970,689.132909,-9360.722011
171.764716,459.421939,-325.423874,-9686.145885
171.767276,1205.982590,880.558717,-9992.427178
171.769836,2354.537438,-1186.840010,-10432.706536
171.772395,880.558717,-440.279358,-9992.427178
171.774955,497.707101,669.990328,-9973.284597
171.777515,-2316.252277,574.277424,-9973.284597
171.780075,1837.687757,-1014.556782,-9379.864592
171.782635,191.425808,-191.425808,-10145.567824
171.785195,-382.851616,1416.550979,-9973.284597
171.787754,3522.234867,727.418070,-9513.862658
171.790314,-1014.556782,-95.712904,-9839.286531
171.792874,1741.974853,1761.117434,-9896.714274
171.795434,-3024.527766,1684.547110,-10719.845248
171.797994,-3120.240670,-1320.838075,-10107.282662
171.800554,3158.525832,3924.229064,-7523.034254
171.803113,95.712904,-2067.398726,-11925.827838
171.805673,-210.568389,3771.088418,-8614.161360
171.808233,-2469.392923,1435.693560,-10049.854920
171.810793,555.134843,861.416136,-10470.991698
171.813353,2775.674216,1646.261949,-9973.284597
171.815913,-2431.107762,287.138712,-9858.429112
171.818472,861.416136,1397.408398,-9513.862658
171.821032,-880.558717,1914.258080,-10375.278794
171.823592,1454.836141,995.414202,-10030.712339
171.826152,-57.427742,1129.412267,-9762.716208
171.828712,-1856.830338,38.285162,-10509.276859
171.831272,1397.408398,1895.115499,-9131.011042
171.833831,-1110.269686,976.271621,-10336.993632
171.836391,1052.841944,727.418070,-10030.712339
171.838951,382.851616,95.712904,-10164.710405
171.841510,478.564520,803.988394,-9934.999435
171.844070,-287.138712,459.421939,-10202.995566
171.846630,-937.986459,842.273555,-9992.427178
171.849189,-440.279358,2009.970984,-9284.151688
171.851749,-1531.406464,2258.824534,-9609.575562
171.854309,440.279358,344.566454,-9934.999435
171.856868,210.568389,153.140646,-9456.434915
171.859428,-1129.412267,306.281293,-10011.569758
171.861988,-421.136778,2679.961312,-9513.862658
171.864547,172.283227,382.851616,-9992.427178
171.867107,650.847747,-459.421939,-10356.136213
171.869667,1320.838075,2201.396792,-9552.147819
171.872226,-1952.543242,1952.543242,-9418.149754
171.874786,-995.414202,363.709035,-11179.267187
171.877346,3139.383251,-1741.974853,-9762.716208
171.879905,-2124.826469,-1607.976787,-9992.427178
171.882465,2450.250342,3445.664544,-8805.587168
171.885024,-1339.980656,-1110.269686,-10413.563955
171.887584,-1416.550979,1129.412267,-9858.429112
171.890144,3024.527766,-401.994197,-10202.995566
171.892703,-1301.695494,-727.418070,-9992.427178
171.895263,1761.117434,1205.982590,-9035.298138
171.897823,-1359.123237,-382.851616,-10681.560086
171.900382,-114.855485,593.420005,-9743.573627
171.902942,1225.125171,114.855485,-9915.856854
171.905502,650.847747,-153.140646,-10088.140082
171.908061,516.849682,1531.406464,-9609.575562
171.910621,267.996131,-631.705166,-10470.991698
171.913181,-19.142581,612.562586,-9934.999435
171.915740,-861.416136,1282.552914,-9590.432981
171.918300,1359.123237,210.568389,-9284.151688
171.920860,-382.851616,-153.140646,-9896.714274
171.923419,1110.269686,1110.269686,-9973.284597
171.925979,114.855485,-497.707101,-10356.136213
171.928539,2297.109696,325.423874,-9667.003304
171.931098,1071.984525,-210.568389,-10011.569758
171.933658,1875.972918,-880.558717,-10030.712339
171.936218,-229.710970,593.420005,-9858.429112
171.938777,-535.992262,535.992262,-9896.714274
171.941336,1129.412267,-1014.556782,-9896.714274
171.943895,1033.699363,19.142581,-9973.284597
171.946454,114.855485,803.988394,-10547.562021
171.949013,3273.381317,401.994197,-9839.286531
171.951572,-976.271621,-880.558717,-9801.001370
171.954131,2488.535504,631.705166,-9571.290400
171.956691,-3771.088418,1703.689691,-11006.983960
171.959250,-2565.105827,535.992262,-9915.856854
171.961809,3158.525832,3215.953574,-8269.594906
171.964368,-382.851616,-2048.256146,-11715.259450
171.966927,-995.414202,3790.230998,-8863.014910
171.969486,-1588.834206,669.990328,-9762.716208
171.972045,-325.423874,1033.699363,-10413.563955
171.974605,2488.535504,1244.267752,-10317.851051
171.977164,-1110.269686,76.570323,-9609.575562
171.979723,-38.285162,1837.687757,-9686.145885
171.982282,344.566454,1454.836141,-10107.282662
171.984841,669.990328,555.134843,-10222.138147
171.987400,-57.427742,2009.970984,-9073.583299
171.989959,-880.558717,-401.994197,-10738.987829
171.992518,306.281293,1129.412267,-9667.003304
171.995078,287.138712,38.285162,-9877.571693
171.997637,172.283227,1512.263883,-9667.003304
172.000196,153.140646,-248.853550,-10662.417506
172.002755,-421.136778,937.986459,-9475.577496
172.005314,746.560651,1148.554848,-9973.284597
172.007873,-746.560651,823.130974,-10643.274925
172.010432,-57.427742,1588.834206,-9226.723946
172.012992,497.707101,1186.840010,-9418.149754
172.015551,-574.277424,1397.408398,-10049.854920
172.018110,-153.140646,325.423874,-10528.419440
172.020669,-1416.550979,2622.533570,-9494.720077
172.023228,1512.263883,803.988394,-10241.280728
172.025787,57.427742,287.138712,-10413.563955
172.028346,650.847747,2124.826469,-9609.575562
172.030905,-478.564520,1933.400661,-9724.431046
172.033465,-1875.972918,-191.425808,-11389.835576
172.036024,2220.539373,842.273555,-8652.446522
172.038583,-440.279358,-2737.389054,-10758.130410
172.041142,3885.943902,3388.236802,-9245.866526
172.043700,-1052.841944,363.709035,-10317.851051
172.046259,-976.271621,-344.566454,-10107.282662
172.048818,1761.117434,-1205.982590,-9954.142016
172.051377,229.710970,0.000000,-9437.292334
172.053936,2660.818731,363.709035,-9781.858789
172.056494,-1607.976787,248.853550,-10853.843314
172.059053,306.281293,612.562586,-10049.854920
172.061612,2450.250342,382.851616,-9418.149754
172.064171,57.427742,-784.845813,-10317.851051
172.066730,57.427742,1205.982590,-9513.862658
172.069288,287.138712,497.707101,-9877.571693
172.071847,1110.269686,248.853550,-10317.851051
172.074406,153.140646,-861.416136,-10145.567824
172.076965,957.129040,689.132909,-8843.872330
172.079524,1263.410333,-937.986459,-9724.431046
172.082083,287.138712,478.564520,-9667.003304
172.084641,784.845813,669.990328,-10011.569758
172.087200,1856.830338,-880.558717,-9973.284597
172.089759,1225.125171,-899.701298,-10145.567824
172.092318,1378.265818,497.707101,-9896.714274
172.094877,-727.418070,555.134843,-10068.997501
